ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples
87,1565,-0.21654545454545457,-0.490909090909091,"{'obs': [0.08165740384820722, 0.07146465610332847, 0.04052295036975672, 0.01850421396628827, 0.012301748131469493, 0.004912061794414737, 0.0, 0.0, 0.06058585502665845, 0.06302349060510427, 0.031909903251735774, 0.027627889984785266, 0.02169354655044182, 0.02576810931362351, 0.0037433155080213902, 0.006998372471518252, 0.027053281226642734, 0.03697175952619927, 0.013652024117140399, 0.013665237647795788, 0.0013833992094861658, 0.023408193015088286, 0.0, 0.011491997984964737, 0.021454289192132745, 0.022892994426292525, 0.02080496828752643, 0.0035984848484848482, 0.004981884057971012, 0.02765478295541225, 0.02627138374592608, 0.04350358409780944, 0.025082644628099168, 0.007454545454545456, 0.013575757575757574, 0.0, 0.0, 0.0, 0.007203282828282829, 0.03790023280999522, 0.017961432506887053, 0.008774104683195592, 0.0029090909090909093, 0.0, 0.0, 0.0, 0.0013257575757575756, 0.042175451513383935, 0.006611570247933884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013833992094861658, 0.0306460123852606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02749493640809766]}",0.17919742645924933,0,77,11,{'lens': 0},0.0,29827
88,1565,-0.21266666666666667,-0.4666666666666668,"{'obs': [0.07843628421535397, 0.07242146346485667, 0.04223113073066429, 0.019385367012301997, 0.01288754566153947, 0.005145969498910676, 0.0, 0.0, 0.05710912372152686, 0.06058507544023218, 0.03263372088330401, 0.028943503793584565, 0.022726572576653337, 0.02699516213808177, 0.00392156862745098, 0.007331628303495311, 0.025327941653523034, 0.03505645416885727, 0.013506418932775524, 0.013741745621590584, 0.0014492753623188406, 0.024522868872949632, 0.0, 0.012039235984248773, 0.019666431759455014, 0.021456475049498307, 0.01954245108896272, 0.00376984126984127, 0.005219116632160108, 0.02897167738186045, 0.027522402019541606, 0.04557518334056227, 0.02329004329004328, 0.00742857142857143, 0.012444444444444444, 0.0, 0.0, 0.0, 0.007546296296296297, 0.03970500580094738, 0.016464646464646463, 0.008340548340548341, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.001388888888888889, 0.0441838063473546, 0.006060606060606061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014492753623188406, 0.03210534630836825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028804219094197548]}",0.17464999874388795,0,77,12,{'lens': 0},0.0,29827
89,1565,-0.2093846153846154,-0.4461538461538463,"{'obs': [0.07571072144909353, 0.07323106969384206, 0.0436765141129707, 0.020130958051236693, 0.013383220494675604, 0.005343891402714933, 0.0, 0.0, 0.05416727415564629, 0.05852180106995579, 0.03324618195616945, 0.030056715477953203, 0.023600671521909235, 0.02803343760493107, 0.004072398190045249, 0.0076136140074758996, 0.023868038937806365, 0.03343581117418327, 0.013383214546005247, 0.013806483137878488, 0.001505016722408027, 0.02546605613729385, 0.0, 0.012502283522104495, 0.018153629316420013, 0.02024095865374935, 0.018474167305562658, 0.003914835164835165, 0.005419851887243189, 0.030085972665778164, 0.028580955943370127, 0.04732807500750698, 0.021773226773226764, 0.007406593406593409, 0.011487179487179486, 0.0, 0.0, 0.0, 0.00783653846153846, 0.041232121408676124, 0.015198135198135197, 0.007973692973692974, 0.0024615384615384616, 0.0, 0.0, 0.0, 0.0014423076923076922, 0.04588318351456055, 0.005594405594405594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001505016722408027, 0.03334016732022857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02991207367474361]}",0.17107177514890148,0,77,13,{'lens': 0},0.0,29827
90,1565,-0.20657142857142857,-0.4285714285714287,"{'obs': [0.07337452479229888, 0.07392501789011527, 0.04491541415494763, 0.020770036084609287, 0.013808084637363717, 0.005513538748832867, 0.0, 0.0, 0.05164568881346294, 0.056753280181147454, 0.033771148590054104, 0.03101089692169775, 0.024349899189271433, 0.028923388005087612, 0.004201680672268907, 0.007855316039459262, 0.022616693752906362, 0.03204668860731984, 0.013277610785916438, 0.013861972437553835, 0.0015527950310559007, 0.026274502363874606, 0.0, 0.012899181411695115, 0.0168569415081043, 0.019199087457393103, 0.01755849549121975, 0.0040391156462585035, 0.005591910677314402, 0.0310410829091362, 0.029488287878080287, 0.04883055357917387, 0.02047309833024118, 0.007387755102040818, 0.010666666666666666, 0.0, 0.0, 0.0, 0.00808531746031746, 0.042541077643872195, 0.014112554112554113, 0.007659245516388373, 0.002285714285714286, 0.0, 0.0, 0.0, 0.001488095238095238, 0.04733979251502279, 0.005194805194805195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015527950310559007, 0.034398585330394554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030861663315211656]}",0.16821421136204615,0,77,14,{'lens': 0},0.0,29827
91,1565,-0.20413333333333333,-0.41333333333333344,"{'obs': [0.07134982102307683, 0.0745264396602187, 0.045989127524660965, 0.021323903713532204, 0.014176300227693417, 0.005660566448801743, 0.0, 0.0, 0.04946031485023737, 0.055220562077513566, 0.034226119672754136, 0.03183785417294302, 0.02499922983431867, 0.029694678351889946, 0.004313725490196078, 0.008064791133844841, 0.021532194592659693, 0.030842782382704867, 0.013186087527172803, 0.013910063163939135, 0.001594202898550725, 0.026975155760244597, 0.0, 0.013243159582673652, 0.01573314540756401, 0.01829613242055102, 0.01676491325212256, 0.004146825396825397, 0.005741028295376119, 0.0318688451200465, 0.030274642221495764, 0.0501327016746185, 0.019346320346320337, 0.007371428571428573, 0.009955555555555554, 0.0, 0.0, 0.0, 0.008300925925925925, 0.04367550638104212, 0.013171717171717171, 0.007386724386724387, 0.0021333333333333334, 0.0, 0.0, 0.0, 0.0015277777777777776, 0.04860218698209006, 0.0048484848484848485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001594202898550725, 0.035315880939205076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0316846410036173]}",0.1659022855163104,0,77,15,{'lens': 0},0.0,29827
92,1565,-0.20199999999999999,-0.40000000000000013,"{'obs': [0.06957820522500754, 0.07505268370905921, 0.04692862672316013, 0.021808537888839755, 0.014498488869231904, 0.00578921568627451, 0.0, 0.0, 0.047548112632415, 0.05387943373683391, 0.03462421937011667, 0.03256144176778263, 0.025567394148735004, 0.03036955740534199, 0.004411764705882353, 0.008248081841432225, 0.020583257827443857, 0.029789364436166765, 0.013106004675772123, 0.013952142549526272, 0.001630434782608696, 0.027588227482068337, 0.0, 0.01354414048227987, 0.014749823819591262, 0.0175060467633142, 0.016070528792912517, 0.004241071428571428, 0.005871506211180121, 0.03259313705459301, 0.0309627022719843, 0.05127208125813256, 0.0183603896103896, 0.007357142857142859, 0.009333333333333332, 0.0, 0.0, 0.0, 0.008489583333333332, 0.0446681315260658, 0.012348484848484848, 0.0071482683982683985, 0.002, 0.0, 0.0, 0.0, 0.0015624999999999999, 0.049706782140773925, 0.004545454545454545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001630434782608696, 0.03611851459691428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03240474648097224]}",0.16401013054924685,0,77,16,{'lens': 0},0.0,29827
93,1565,-0.2001176470588235,-0.3882352941176472,"{'obs': [0.06801501481494641, 0.07551701669333025, 0.04775759660418881, 0.022236156278817004, 0.01478277296470704, 0.005902729719338716, 0.0, 0.0, 0.04586087538139526, 0.0526960852009401, 0.034975483808965965, 0.033199901410288175, 0.02606871560263177, 0.030965038923093796, 0.004498269896193772, 0.00840980893636227, 0.01974596068166518, 0.028859878012750792, 0.013035343336300935, 0.013989271419161982, 0.0016624040920716118, 0.02812917311897164, 0.0, 0.013809711864285357, 0.013882187124321188, 0.01680891235986995, 0.015457836623021304, 0.00432422969187675, 0.005986633783948359, 0.03323221817331052, 0.03156981408123889, 0.052277416184762615, 0.017490450725744833, 0.0073445378151260525, 0.008784313725490196, 0.0, 0.0, 0.0, 0.008656045751633985, 0.04554397724226317, 0.011622103386809269, 0.006937866055513115, 0.0018823529411764706, 0.0, 0.0, 0.0, 0.0015931372549019605, 0.050681424927847926, 0.0042780748663101605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016624040920716118, 0.03682672076548123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03304013366687366]}",0.16244553489934094,0,77,17,{'lens': 0},0.0,29827
94,1565,-0.19844444444444442,-0.37777777777777793,"{'obs': [0.0666255122282254, 0.0759297571237934, 0.048494458720658745, 0.02261626151435234, 0.015035469938462713, 0.006003631082062454, 0.0, 0.0, 0.04436110893604438, 0.05164421983570115, 0.03528771886572089, 0.03376742109251532, 0.026514334672762225, 0.03149435582776207, 0.0045751633986928116, 0.008553566354077865, 0.01900169655208413, 0.02803366785860326, 0.01297253325677099, 0.014022274858838168, 0.0016908212560386479, 0.028610013685107905, 0.0, 0.0140457753149569, 0.013110954506303344, 0.016189237334586166, 0.014913221360895781, 0.0043981481481481476, 0.006088969404186792, 0.0338002902788372, 0.032109469022798535, 0.05317104723065599, 0.016717171717171707, 0.007333333333333335, 0.008296296296296295, 0.0, 0.0, 0.0, 0.00880401234567901, 0.04632250676777194, 0.010976430976430977, 0.006750841750841751, 0.0017777777777777779, 0.0, 0.0, 0.0, 0.00162037037037037, 0.0515477740719137, 0.00404040404040404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016908212560386479, 0.03745623735976296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03360492227656381]}",0.1611398182266595,0,77,18,{'lens': 0},0.0,29827
95,1565,-0.19694736842105262,-0.3684210526315791,"{'obs': [0.06538227307168555, 0.07629905119315517, 0.04915375640381605, 0.022956355672462903, 0.015261567230770422, 0.00609391124871001, 0.0, 0.0, 0.043019212642835696, 0.050703077140487364, 0.035567087074396354, 0.03427520186082383, 0.026913046472352632, 0.03196795516351789, 0.004643962848297214, 0.008682191412033923, 0.018335776015090562, 0.02729442719436599, 0.012916334764559986, 0.01405180425223265, 0.001716247139588101, 0.02904023945480878, 0.0, 0.014256989981347229, 0.012420904269129484, 0.015634791259332256, 0.014425934021099259, 0.004464285714285713, 0.006180532853873812, 0.03430856532062423, 0.03259231818103611, 0.05397061185066585, 0.0160252904989747, 0.0073233082706766935, 0.007859649122807016, 0.0, 0.0, 0.0, 0.008936403508771928, 0.04701908581691137, 0.010398724082934609, 0.006583504215083162, 0.0016842105263157896, 0.0, 0.0, 0.0, 0.001644736842105263, 0.05232292856923571, 0.0038277511961722485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001716247139588101, 0.03801948904938345, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.034110259453655]}",0.1600410622488644,0,77,19,{'lens': 0},0.0,29827
96,1565,-0.19559999999999997,-0.36000000000000015,"{'obs': [0.06426335783079969, 0.07663141585558075, 0.04974712431865763, 0.023262440414762407, 0.01546505479384736, 0.00617516339869281, 0.0, 0.0, 0.04181150597894788, 0.049856048714794945, 0.035818518462204275, 0.03473220455230148, 0.027271887091984005, 0.03239419456569813, 0.004705882352941178, 0.008797953964194376, 0.017736447531796352, 0.02662911059655245, 0.012865756121570083, 0.014078380706287686, 0.001739130434782609, 0.02942744264753956, 0.0, 0.014447083181098525, 0.011799859055673009, 0.015135789791603738, 0.013987375415282392, 0.004523809523809522, 0.00626293995859213, 0.034766012858232546, 0.03302688242344993, 0.054690220008674725, 0.015402597402597393, 0.007314285714285716, 0.007466666666666666, 0.0, 0.0, 0.0, 0.009055555555555553, 0.047646006961136855, 0.00987878787878788, 0.006432900432900432, 0.0016, 0.0, 0.0, 0.0, 0.0016666666666666666, 0.05302056761682552, 0.0036363636363636364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001739130434782609, 0.0385264155700419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03456506291303706]}",0.1591094903056703,0,77,20,{'lens': 0},0.0,29827
