ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples
574,1285,-0.17007421875000087,-0.2427734375,"{'obs': [0.027837200696643746, 0.08547648120733863, 0.04421712393426441, 0.0466783803958249, 0.01854231430442502, 0.008047129334549251, 0.0050325736416333144, 0.009878110585922499, 0.008408507248589324, 0.032784957981286854, 0.01963463129077158, 0.025847062262367534, 0.02066563276461661, 0.002990870931113916, 0.003270698064078756, 0.016015949995782253, 0.004970247503644923, 0.017654015368317046, 0.019848178548087247, 0.017854446381429575, 0.02183999133063507, 0.02064956052407939, 0.0023003608025657057, 0.0037838458142386887, 0.0028644743498301936, 0.009835924420685439, 0.023492722176455812, 0.020119226484772504, 0.018076972634592868, 0.03303773730540271, 0.008882112897546663, 0.022415053922002413, 0.0026539522058823457, 0.009434479280988476, 0.009038904719777443, 0.010312409595360988, 0.018743230478339402, 0.04005475122672512, 0.013533049366109388, 0.024372794643435083, 0.0, 0.005369737413194459, 0.003278459821428562, 0.0014657315340909048, 0.004844661146830149, 0.03041418702329121, 0.03761615852239828, 0.0791156266489648, 0.0, 2.6041666666666665e-05, 2.6041666666666665e-05, 2.6041666666666665e-05, 0.0, 0.00279862253289475, 0.0017395019531249948, 0.03835749252778675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002374588815789479, 0.002374588815789479, 0.03907645162430279]}",0.12914437966559086,0,63,512,{'lens': 0},0.0,26473
575,1285,-0.17009649122807105,-0.2425925925925926,"{'obs': [0.027830410962314315, 0.0854697556973221, 0.044194292082016653, 0.04665396031639855, 0.018539262652842527, 0.008044023105993042, 0.005027893340085039, 0.009876076425845, 0.00840333779770975, 0.03278962176628251, 0.01965852996545084, 0.02582506536596498, 0.02067757184854483, 0.0029873613897091643, 0.0032643224343242164, 0.0160251574000223, 0.004965688695543019, 0.017640691193038245, 0.01986419944800337, 0.017828502927558276, 0.021862230560308546, 0.02066100879923116, 0.002295876668447644, 0.003788561529062389, 0.0028588905791677565, 0.00982758062172807, 0.023506068970415517, 0.020129655863179684, 0.018089502094032168, 0.03304784907968276, 0.00887849047381618, 0.02241758898033597, 0.0026487788097695145, 0.009426918026163071, 0.009035208720602159, 0.010297437215930202, 0.01873004743571478, 0.04005523477154706, 0.013530121567639955, 0.024391553186660933, 0.0, 0.005370099631795553, 0.003285992759676961, 0.0014628743576111955, 0.004844777414029497, 0.030426039954316916, 0.03762620353588951, 0.07913945410695666, 0.0, 2.599090318388564e-05, 2.599090318388564e-05, 2.599090318388564e-05, 0.0, 0.002793167128347197, 0.0017361111111111058, 0.03836775046506821, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023699599876885248, 0.0023699599876885248, 0.039085308081863945]}",0.1291352578745261,0,63,513,{'lens': 0},0.0,26473
576,1285,-0.17011867704280242,-0.24241245136186773,"{'obs': [0.02782364764718461, 0.08546305635660525, 0.04417154906966091, 0.046629635256736496, 0.018536222875390702, 0.008040928963929267, 0.005023231249826836, 0.009874050180787257, 0.008398188461425038, 0.03279426740425484, 0.019682335649178036, 0.025803154060599007, 0.020689464476893564, 0.0029838655041075435, 0.0032579716124675547, 0.01603432897778671, 0.004961147625994041, 0.017627418862799442, 0.019880158009787523, 0.01780266042097831, 0.021884383256014422, 0.020672412528565214, 0.0022914099823222595, 0.0037932588948011727, 0.0028533285352394144, 0.009819269288914505, 0.0235193638313248, 0.020140044660347925, 0.018101982800711004, 0.03305792150853759, 0.008874882145119669, 0.02242011417462932, 0.002643625543602648, 0.009419386192562667, 0.009031527102746625, 0.010282523094785142, 0.01871691568897586, 0.04005571643487164, 0.013527205161382465, 0.024410238739446213, 0.0, 0.0053704604409857476, 0.0032934963868815914, 0.001460028298549695, 0.004844893228827292, 0.030437846764988435, 0.03763620946372513, 0.0791631888511042, 0.0, 2.5940337224383914e-05, 2.5940337224383914e-05, 2.5940337224383914e-05, 0.0, 0.0027877329510546927, 0.0017327334630350142, 0.03837796848819682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023653491705918545, 0.0023653491705918545, 0.03909413007850073]}",0.12912622558906492,0,63,514,{'lens': 0},0.0,26473
577,1285,-0.17006699029126301,-0.24262135922330097,"{'obs': [0.027827275276511826, 0.08547916344645484, 0.044199002964251465, 0.04665717053737157, 0.01852969646802011, 0.008039852657234342, 0.0050223035280707725, 0.009863703393145835, 0.008399920877654883, 0.03279269318292108, 0.01965529534490268, 0.025826588759140606, 0.02067210821978016, 0.0029837826127803216, 0.003260471579327724, 0.016020846609074327, 0.004962619095163696, 0.017642292058883208, 0.019864917098605973, 0.017833741709111405, 0.02186470676826195, 0.02066080040430408, 0.0022957867678817397, 0.0037858933435491317, 0.0028588928570124758, 0.009830378247226892, 0.023509702336105345, 0.02013087698876144, 0.018090044545782644, 0.03304668467074759, 0.008876363160453449, 0.022406562839281666, 0.002649914334665898, 0.009430047832419738, 0.009036873905884892, 0.010297023133435374, 0.01873199909591745, 0.04006051357800234, 0.013533040581092127, 0.0243842310555106, 0.0, 0.005372168284789659, 0.0032871012482662875, 0.0014625870354025652, 0.004845733781349525, 0.030432752940447956, 0.0376344022101183, 0.07914721380689449, 0.0, 2.588996763754045e-05, 2.588996763754045e-05, 2.588996763754045e-05, 0.0, 0.0027943645521571053, 0.0017363037447988851, 0.03836704390677694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023709759836484465, 0.0023709759836484465, 0.03908692475408485]}",0.1291543964817994,0,63,515,{'lens': 0},0.0,26473
578,1285,-0.17008914728682256,-0.2424418604651163,"{'obs': [0.027820544252692318, 0.08547247184010293, 0.04417633897348967, 0.04663293353952803, 0.018526687011769308, 0.008036778590234302, 0.005017670340898869, 0.00986170898049665, 0.008394798121976032, 0.03279731486218685, 0.019679015027182386, 0.02580475942900246, 0.020683965341098016, 0.0029803072127370963, 0.0032541528359569336, 0.016029990992333733, 0.004958101575497425, 0.017629068069331674, 0.019880812414703748, 0.017807989214608192, 0.021886768801953553, 0.02067216033700298, 0.002291337568719178, 0.003790577673346124, 0.0028533523669795058, 0.009822093707126755, 0.023522938625139607, 0.020141223152751544, 0.01810247582636631, 0.03305672031578697, 0.008872772940227395, 0.02240909961449065, 0.0026447788417692584, 0.009422539126456823, 0.009033203330762745, 0.010282167621446873, 0.018718914465134486, 0.04006098314416973, 0.013530129821732045, 0.024402858373849333, 0.0, 0.005372523686477189, 0.003294573643410843, 0.001459752564403723, 0.004845847293827715, 0.03044450097862437, 0.03764435346638435, 0.07917084151773149, 0.0, 2.5839793281653746e-05, 2.5839793281653746e-05, 2.5839793281653746e-05, 0.0, 0.002788949116978506, 0.001732938815060903, 0.03837722369446376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002366381068951454, 0.002366381068951454, 0.03909570942385053]}",0.1291453617192417,0,63,516,{'lens': 0},0.0,26473
579,1285,-0.17003771760154826,-0.24264990328820116,"{'obs': [0.0278241638513345, 0.08548849840836026, 0.044203677398654675, 0.04666035592104499, 0.01852020429623307, 0.008035714475003758, 0.005016756964118512, 0.009851426089906627, 0.008396530394118815, 0.0327957408361814, 0.01965208575043226, 0.02582810036590869, 0.020666686862804776, 0.0029802315246478337, 0.0032566505181803335, 0.016016569170474112, 0.004959573244110324, 0.01764388053891892, 0.019865629196786118, 0.017838939958505516, 0.021867163817933317, 0.020660593621716863, 0.002295697562871471, 0.003783245801637524, 0.0028588951172336383, 0.009833154227654158, 0.023513307590648635, 0.020132088666563065, 0.018090582800614353, 0.033045529270779035, 0.00887425230599488, 0.022395622006862213, 0.002651041074069853, 0.009433153423540957, 0.009038526207722497, 0.010296612254673583, 0.0187339356562346, 0.040065751542628175, 0.013535937010300956, 0.02437696557527826, 0.0, 0.005374220932731585, 0.0032882011605415767, 0.0014623019361897462, 0.004846682749309244, 0.030439413988581847, 0.03764253745166448, 0.07915491347046914, 0.0, 2.5789813023855576e-05, 2.5789813023855576e-05, 2.5789813023855576e-05, 0.0, 0.002795552711566163, 0.0017364948880906276, 0.03836634281508754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023719841189046168, 0.0023719841189046168, 0.039088528918203476]}",0.12917339210167425,0,63,517,{'lens': 0},0.0,26473
580,1285,-0.16998648648648737,-0.24285714285714285,"{'obs': [0.02782776947469235, 0.08550446309797566, 0.04423091027005456, 0.04668767242464104, 0.01851374661048655, 0.008034654468326227, 0.005015847113889431, 0.009841182901596874, 0.008398255977952166, 0.03279417288749643, 0.01962526044772364, 0.025851351183367403, 0.020649475096782936, 0.0029801561287905757, 0.003259138556843025, 0.016003199170320514, 0.004961039230605026, 0.0176586358175039, 0.01985050460133149, 0.01786977120146115, 0.02184763452883208, 0.020649071565563126, 0.002300040723069508, 0.0037759422383138994, 0.002864416466907639, 0.0098441720434691, 0.023503713741619015, 0.020122989448661026, 0.018078735693880747, 0.033034381434439083, 0.008875725959925425, 0.022382196436328865, 0.002657279127867356, 0.009443726738783069, 0.009043828533033756, 0.010311001117115633, 0.018748898850457885, 0.04007050153028176, 0.01354172177729238, 0.02435117274890244, 0.0, 0.005375911625911641, 0.0032818532818532724, 0.0014648414648414606, 0.004847514979093932, 0.03043434663942752, 0.037640728448584446, 0.07913904692145879, 0.0, 2.574002574002574e-05, 2.574002574002574e-05, 2.574002574002574e-05, 0.0, 0.0028021308096496203, 0.0017400372311086544, 0.0383555039468286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023775655354602776, 0.0023775655354602776, 0.03908137613651645]}",0.12920137303725449,0,63,518,{'lens': 0},0.0,26473
581,1285,-0.17000867052023208,-0.24267822736030828,"{'obs': [0.027821076406312685, 0.08549776142450917, 0.04420831580658849, 0.046663516754555226, 0.01851078528183938, 0.00803160818627784, 0.005011253148250662, 0.009839243409428414, 0.008393166041477051, 0.0327987650007846, 0.019648900892720766, 0.025829600322528266, 0.020661307288927466, 0.002976707805210009, 0.0032528589064444837, 0.016012324698645383, 0.004956550867824224, 0.017645456776333935, 0.01986633580673366, 0.01784409814432048, 0.021869601930805675, 0.020660388432829743, 0.002295609045375733, 0.0037806186646732118, 0.002858897360034985, 0.009835908813241907, 0.02351688505902974, 0.020133291005807453, 0.018091116907046588, 0.03304438277562719, 0.008872157720164121, 0.022384765496850617, 0.0026521591295477656, 0.009436235079470492, 0.009040165775056537, 0.01029620454260745, 0.018735857291231395, 0.04007094913758445, 0.01353881111635596, 0.02436975609104, 0.0, 0.005376257760650839, 0.0032892925956509674, 0.0014620190342733653, 0.0048476244034503894, 0.030446023699157866, 0.03765060999385384, 0.07916255379174265, 0.0, 2.569043031470777e-05, 2.569043031470777e-05, 2.569043031470777e-05, 0.0, 0.0027967317136772707, 0.001736684558216345, 0.038365647126802294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002372984484332223, 0.002372984484332223, 0.039090120718822154]}",0.12919224632639287,0,63,519,{'lens': 0},0.0,26473
582,1285,-0.1700307692307701,-0.24250000000000002,"{'obs': [0.02781440908050371, 0.08549108552670985, 0.044185808244904985, 0.046639453990892824, 0.018507835342917778, 0.00802857362069887, 0.005006676851710503, 0.009837311376845216, 0.00838809568168069, 0.03280333945209859, 0.019672450412929438, 0.025807933118846205, 0.02067309397264067, 0.0029732727444124435, 0.0032466034085474747, 0.016021415128784387, 0.004952079767977193, 0.017632328423783858, 0.019882106122884286, 0.017818523829707274, 0.02189148484277168, 0.020671661773683795, 0.0022911944125961637, 0.0037852771047772963, 0.002853399480496456, 0.009827677364669433, 0.023530005717527346, 0.020143552941580236, 0.018103450500161794, 0.03305434565011843, 0.0088686032044019, 0.02238732467637036, 0.0026470588235294047, 0.009428772234232193, 0.00903651710461, 0.010281464878001221, 0.01872286589184808, 0.0400713950233206, 0.013535911650269294, 0.024388267958784723, 0.0, 0.005376602564102578, 0.003296703296703287, 0.001459207459207455, 0.0048477334069439385, 0.03045765584712002, 0.03766045353317989, 0.07918597025098698, 0.0, 2.564102564102564e-05, 2.564102564102564e-05, 2.564102564102564e-05, 0.0, 0.0027913533834586605, 0.001733344780219775, 0.03837575129454531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023684210526315843, 0.0023684210526315843, 0.039098831668118984]}",0.12918320747006673,0,63,520,{'lens': 0},0.0,26473
583,1285,-0.17005278310940586,-0.24232245681381961,"{'obs': [0.02780776734903565, 0.08548443525615736, 0.0441633870846099, 0.04661548359868402, 0.018504896728137907, 0.008025550704124041, 0.005002118122527505, 0.009835386760893815, 0.008383044785837478, 0.03280789634313882, 0.019695909531908907, 0.025786349090610138, 0.02068483540996726, 0.002969850870028689, 0.003240371924078094, 0.016030470662838404, 0.004947625831661245, 0.017619250467980612, 0.019897815900393256, 0.01779304768904652, 0.021913283751236856, 0.020682891838757215, 0.0022867967265835032, 0.0037899176621938413, 0.002847922706061722, 0.00981947751474791, 0.02354307600881383, 0.02015377548412549, 0.018115736747430108, 0.03306427027941008, 0.008865062333613814, 0.02238987403178446, 0.0026419780964209026, 0.0094213380371522, 0.009032882440575925, 0.010266781795600774, 0.018709924363479676, 0.040071839197403245, 0.013533023314570677, 0.024406708763697414, 0.0, 0.005376946043932623, 0.003304085549766922, 0.0014564066771360394, 0.004847841991997973, 0.03046924334192301, 0.0376702592854068, 0.07920929681979273, 0.0, 2.5591810620601405e-05, 2.5591810620601405e-05, 2.5591810620601405e-05, 0.0, 0.0027859956994213115, 0.0017300178228681056, 0.03838581667469623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002363875138902925, 0.002363875138902925, 0.039107509178071105]}",0.12917425567021476,0,63,521,{'lens': 0},0.0,26473
584,1285,-0.17000191570881312,-0.2425287356321839,"{'obs': [0.027811376754019686, 0.08550028539480292, 0.04419048845951255, 0.0466426767427168, 0.018498517851416447, 0.008024518290928484, 0.005001243288088667, 0.009825252791132439, 0.00838478298130483, 0.032806317122974514, 0.01966920583347109, 0.025809501724171274, 0.020667720767541062, 0.0029697959382289944, 0.0032428720823565933, 0.016017176483581835, 0.004949103472306273, 0.01763393986334068, 0.019882745541870066, 0.017823730593491877, 0.021893815759497882, 0.020671415357330632, 0.002291123657270996, 0.0037826572835306343, 0.002853422766487592, 0.009830437103454895, 0.023533498648247723, 0.020144704446403615, 0.018103932235486002, 0.033053171964788, 0.00886654230048815, 0.022376562350632744, 0.0026481857110660285, 0.009431852965661399, 0.009038154946856343, 0.010281117545033828, 0.01872481889585595, 0.040076541124510104, 0.013538769335638278, 0.024381056604212564, 0.0, 0.00537861856108984, 0.003297755883962771, 0.0014589380393978052, 0.004848665623771497, 0.030464157678675344, 0.03766841103745815, 0.07919344767087187, 0.0, 2.5542784163473817e-05, 2.5542784163473817e-05, 2.5542784163473817e-05, 0.0, 0.0027925416990752885, 0.001733545429666114, 0.03837502355665459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023694293204275106, 0.0023694293204275106, 0.03910037484632063]}",0.12920192023943464,0,63,522,{'lens': 0},0.0,26473
585,1285,-0.1699512428298288,-0.24273422562141492,"{'obs': [0.027814972356307793, 0.08551607492106361, 0.044217486196270264, 0.046669765897671064, 0.01849216336810501, 0.00802348982577574, 0.005000371799097015, 0.009815157574601505, 0.008386514529753183, 0.03280474394189305, 0.019642604252426914, 0.025832565819936766, 0.020650671573078254, 0.0029697412164935437, 0.003245362679800375, 0.01600393314248686, 0.00495057546231786, 0.01764857308510473, 0.019867732813781003, 0.017854296163694616, 0.021874422215146055, 0.020659982763022316, 0.0022954340413784214, 0.0037754246692217807, 0.0028589017941776083, 0.009841354781688813, 0.023523957912387417, 0.020135668097162513, 0.018092172865078963, 0.03304211609113962, 0.00886801660783333, 0.022363301574571476, 0.0026543695872230273, 0.009442327684118939, 0.009043407290588844, 0.010295398473245343, 0.01873965647017342, 0.04008122507101617, 0.013544493383393957, 0.02435550254093989, 0.0, 0.005380284682387947, 0.0032914504233815802, 0.0014614597214979582, 0.004849486105901528, 0.03045909146347069, 0.037666569857379276, 0.07917765913055108, 0.0, 2.5493945188017844e-05, 2.5493945188017844e-05, 2.5493945188017844e-05, 0.0, 0.002799062666225808, 0.0017370595465719698, 0.03836427171248691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002374962262252194, 0.002374962262252194, 0.039093267796909546]}",0.12922953684233635,0,63,523,{'lens': 0},0.0,26473
586,1285,-0.16990076335877952,-0.2429389312977099,"{'obs': [0.027818554234923045, 0.0855318041819569, 0.04424438088823119, 0.04669675165890413, 0.01848583313854667, 0.008022465286062508, 0.004999503636399224, 0.009805100889431378, 0.008388239469237996, 0.032803176765319526, 0.019616104204134815, 0.02585554188480239, 0.020633687451876753, 0.0029696867036196786, 0.0032478437711470436, 0.0159907403484953, 0.004952041834046959, 0.017663150454877312, 0.01985277738618083, 0.017884745071415662, 0.021855102691955872, 0.02064859380457014, 0.002299727973638109, 0.003768219660311052, 0.0028643599095481967, 0.00985223078939512, 0.023514453591549474, 0.02012666623780401, 0.018080458377765084, 0.03303110241548226, 0.008869485288051237, 0.022350091412159292, 0.0026605298607992743, 0.009452762422735036, 0.009048639587207863, 0.010309624894097272, 0.01875443741252785, 0.040085891139863813, 0.013550195583639119, 0.02433004601225986, 0.0, 0.005381944444444459, 0.003285169029443829, 0.0014639717788572707, 0.004850303456420376, 0.030454044584965288, 0.037664735704705285, 0.07916193085183458, 0.0, 2.544529262086514e-05, 2.544529262086514e-05, 2.544529262086514e-05, 0.0, 0.0028055587441887303, 0.0017405602508178792, 0.03835356090589239, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00238047408597831, 0.00238047408597831, 0.03908618787364125]}",0.12925710538632385,0,63,524,{'lens': 0},0.0,26473
587,1285,-0.169922857142858,-0.24276190476190476,"{'obs': [0.027811955211591088, 0.0855251270207891, 0.0442220189888844, 0.04667285475983975, 0.01848295882217345, 0.008019477036156129, 0.004994993303658213, 0.00980325229052992, 0.008383226782529672, 0.032807699247069506, 0.019639491913081668, 0.02583403162294154, 0.020645414490672784, 0.002966297731213691, 0.0032416574020591444, 0.015999785316157075, 0.004947621904739, 0.01765011343201144, 0.019868423334407262, 0.017859336898985258, 0.021876804812834296, 0.02065978224623179, 0.0022953475394026077, 0.003772857351470073, 0.002858903985910962, 0.009844046646092569, 0.023527453922761354, 0.020136843059460872, 0.018092694810049253, 0.03304099570137861, 0.008865969715166967, 0.022352692264416357, 0.0026554621848739425, 0.009445339171559456, 0.0090450095254091, 0.01029500004467493, 0.018741534350050482, 0.040086304318112415, 0.013547302046815597, 0.02434845721474755, 0.0, 0.005382275132275147, 0.0032925170068027116, 0.001461183261183257, 0.004850406318827377, 0.030465550672688167, 0.03767445858992184, 0.07918512548373353, 0.0, 2.5396825396825394e-05, 2.5396825396825394e-05, 2.5396825396825394e-05, 0.0, 0.002800214822771228, 0.0017372448979591784, 0.03836359186483959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023759398496240656, 0.0023759398496240656, 0.03909482335264989]}",0.12924797620233242,0,63,525,{'lens': 0},0.0,26473
588,1285,-0.16994486692015295,-0.24258555133079848,"{'obs': [0.027805381279602602, 0.0855184752480668, 0.044199742115770865, 0.04664904872350946, 0.018480095434759824, 0.008016500148416695, 0.00499050012047135, 0.009801410720521623, 0.008378233155466628, 0.03281220453307138, 0.01966279069537853, 0.0258126031491486, 0.02065709693996769, 0.002962921644634342, 0.003235494555287169, 0.01600879589230683, 0.0049432187812459, 0.01763712597957471, 0.019884009792336257, 0.017834025335575505, 0.021898424416142842, 0.020670928146290162, 0.0022909837608105876, 0.0037774774088224056, 0.002853468807230523, 0.009835893621205617, 0.023540404823056076, 0.020146981185978352, 0.018104884715974927, 0.03305085137021833, 0.008862467509479974, 0.022355283227501337, 0.0026504137776783643, 0.009437944145673517, 0.009041393266126681, 0.01028043080304507, 0.01872868034864717, 0.04008671592534106, 0.013544419512033229, 0.02436679841266304, 0.0, 0.005382604562737658, 0.0032998370450841837, 0.0014584053462380416, 0.004850508790122564, 0.03047701301102807, 0.03768414450599309, 0.07920823192311577, 0.0, 2.5348542458808618e-05, 2.5348542458808618e-05, 2.5348542458808618e-05, 0.0, 0.002794891220446568, 0.0017339421510048833, 0.03837358468325848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023714228537122326, 0.0023714228537122326, 0.03910342599713758]}",0.12923893326531088,0,63,526,{'lens': 0},0.0,26473
589,1285,-0.16996679316888133,-0.24240986717267554,"{'obs': [0.027798832296122608, 0.08551184871926376, 0.04417754978487028, 0.04662533303266809, 0.0184772429140916, 0.008013534558163936, 0.00498602398921309, 0.009799576139393813, 0.008373258479549932, 0.032816692721213674, 0.019686001057249217, 0.025791255997836847, 0.02066873505359165, 0.00295955837052778, 0.00322935509692799, 0.016017772272721668, 0.004938832367898883, 0.017624187815382525, 0.019899537098622255, 0.017808809831229924, 0.02191996197162099, 0.020682031746917576, 0.002286636543048139, 0.0037820799327502514, 0.002848054255414146, 0.009827771537589581, 0.02355330657382406, 0.020157080837632388, 0.018117028360398035, 0.033060669636140246, 0.008858978594896158, 0.02235786435770934, 0.002645384529523377, 0.009430577184401946, 0.00903779073078841, 0.010265916852654792, 0.018715875129032868, 0.04008712597049294, 0.0135415479166618, 0.024385070004514335, 0.0, 0.005382932742989684, 0.0033071293033342273, 0.001455637973664535, 0.00485061087253238, 0.03048843184903272, 0.03769379366336958, 0.07923125067202597, 0.0, 2.530044275774826e-05, 2.530044275774826e-05, 2.530044275774826e-05, 0.0, 0.00278958782154629, 0.0017306519381946274, 0.03838353957826781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023669230000998753, 0.0023669230000998753, 0.0391119959940181]}",0.1292299758022138,0,63,527,{'lens': 0},0.0,26473
590,1285,-0.16991666666666755,-0.24261363636363642,"{'obs': [0.02780241760758961, 0.08552746682325973, 0.04420431636630764, 0.046652198509469466, 0.018470988899253422, 0.008012536634788708, 0.00498518957738779, 0.009789625151526505, 0.008374995457467062, 0.03281511478692609, 0.019659619575980503, 0.025814136239904435, 0.020651845388837672, 0.002959523556323349, 0.0032318477095198968, 0.016004653213665208, 0.004940309871460374, 0.017638700934758576, 0.019884634734328062, 0.017839114213764568, 0.021900702558916203, 0.020670687309014477, 0.0022909146074466358, 0.003774916902574588, 0.0028534915660068582, 0.009838590877139211, 0.023543818670830656, 0.02014810661974541, 0.01810535554439843, 0.03304970425812991, 0.008860453266197525, 0.022344764570044338, 0.0026515151515151443, 0.009440955126702235, 0.009042994026220542, 0.010280091333993808, 0.018730589134970107, 0.04009174551438819, 0.013547212496955733, 0.024359750329340266, 0.0, 0.005384574915824931, 0.0033008658008657913, 0.0014581420263238402, 0.004851419900762011, 0.030483367635543338, 0.037691921845552985, 0.07921554004780451, 0.0, 2.5252525252525253e-05, 2.5252525252525253e-05, 2.5252525252525253e-05, 0.0, 0.0027960526315789617, 0.0017341382575757523, 0.03837287342197745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023724082934609304, 0.0023724082934609304, 0.039104934236461865]}",0.12925723653423682,0,63,528,{'lens': 0},0.0,26473
591,1285,-0.16986672967863983,-0.24281663516068056,"{'obs': [0.02780598936400381, 0.08554302587960357, 0.044230981750839754, 0.046678962415470086, 0.018464758529083823, 0.008011542484280681, 0.0049843583202385765, 0.009779711785541491, 0.00837672586835993, 0.0328135428183636, 0.019633337835661766, 0.025836929978221297, 0.020635019579148928, 0.002959488873741619, 0.0032343308982456715, 0.01599158375407588, 0.004941781788997058, 0.017653159184118083, 0.019869788711675815, 0.017869304023964493, 0.021881515960626177, 0.020659385761235775, 0.0022951764976886168, 0.003767780953798455, 0.002858908319659711, 0.009849369311813417, 0.023534366638926073, 0.020139166330848553, 0.01809372686002831, 0.03303878033712529, 0.00886192236218206, 0.022331714308986766, 0.0026576225953519332, 0.009451293832925773, 0.009048177649458224, 0.010294212225611317, 0.018745247511395294, 0.040096347593089124, 0.01355285566106708, 0.0243345263807264, 0.0, 0.005386210880067228, 0.003294625978935988, 0.0014606366118653411, 0.00485222587028378, 0.03047832256841876, 0.03769005710455233, 0.07919988882102814, 0.0, 2.520478890989288e-05, 2.520478890989288e-05, 2.520478890989288e-05, 0.0, 0.0028024929999858014, 0.0017376113961652662, 0.038362247591419756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023778728484727943, 0.0023778728484727943, 0.0390978991774219]}",0.12928445063100505,0,63,529,{'lens': 0},0.0,26473
592,1285,-0.16981698113207636,-0.24301886792452831,"{'obs': [0.027809547642091915, 0.08555852622252723, 0.04425754651127929, 0.046705625325599, 0.018458551669745055, 0.008010552085284006, 0.004983530199908795, 0.009769835828484725, 0.008378449749400373, 0.03281197678175795, 0.019607155271721587, 0.0258596377024313, 0.02061825726308165, 0.002959454322037556, 0.0032368047164479524, 0.01597856361320198, 0.004943248152127942, 0.017667562874046045, 0.01985499871175056, 0.01789937991035234, 0.021862401764593847, 0.020648126860807182, 0.0022994223053259114, 0.0037606719331309104, 0.0028643046327327414, 0.009860107073149231, 0.023524950275066413, 0.02013025977889093, 0.018082142057486005, 0.03302789763846408, 0.008863385914408163, 0.022318713294197334, 0.002663706992230847, 0.009461593525163563, 0.009053341711853501, 0.010308279830845363, 0.018759850573192464, 0.04010093230545534, 0.013558477530219517, 0.024309397616824283, 0.0, 0.005387840670859554, 0.0032884097035040336, 0.0014631217838764967, 0.004853028798411127, 0.030473296539283327, 0.03768819940031017, 0.07918429665548488, 0.0, 2.5157232704402514e-05, 2.5157232704402514e-05, 2.5157232704402514e-05, 0.0, 0.002808909065115634, 0.0017410714285714234, 0.03835166185833586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002383316782522349, 0.002383316782522349, 0.03909089066577455]}",0.12931161800232055,0,63,530,{'lens': 0},0.0,26473
593,1285,-0.16983898305084835,-0.24284369114877594,"{'obs': [0.027803040145563767, 0.08555187418551467, 0.04423541249474423, 0.046681981736756265, 0.018455761209053644, 0.008007620036319656, 0.004979100913180847, 0.009768074530250602, 0.008373512139603703, 0.03281643158948356, 0.019630295565750796, 0.02583836278097259, 0.020629880851700696, 0.0029561229131268942, 0.003230709039015847, 0.01598752930954421, 0.004938894726130278, 0.017654664852532385, 0.019870463686314226, 0.017874231275013547, 0.021883844917867924, 0.020659189758765992, 0.0022950919431689886, 0.0037652714351754796, 0.002858910462049629, 0.009852000573116098, 0.023537783942114848, 0.020140314840715344, 0.018094237054226997, 0.03303768517118085, 0.00885992155209065, 0.022321343850794168, 0.0026586905948820135, 0.00945423752145432, 0.009049743812476859, 0.010293822767034671, 0.018747083113755017, 0.04010131248891094, 0.013555601091841118, 0.02432763966899278, 0.0, 0.005388156518100036, 0.0032956685499058286, 0.0014603663756206087, 0.0048531253660602505, 0.030484636358681053, 0.03769776823466627, 0.07920718708099016, 0.0, 2.5109855618330194e-05, 2.5109855618330194e-05, 2.5109855618330194e-05, 0.0, 0.0028036192175353784, 0.0017377925746569762, 0.03836158304947492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002378828426999708, 0.002378828426999708, 0.039099419712266825]}",0.12930248863630697,0,63,531,{'lens': 0},0.0,26473
