ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples
0,25,-0.2700000000000001,-1.0,"{'obs': [0.09811616954474098, 0.08995290423861853, 0.015384615384615385, 0.03076923076923077, 0.0, 0.0, 0.0, 0.0, 0.07290249433106576, 0.06882086167800454, 0.020940170940170942, 0.05170940170940171, 0.020940170940170942, 0.0, 0.0, 0.0, 0.0764172335600907, 0.04319727891156462, 0.029478458049886618, 0.02967032967032967, 0.01111111111111111, 0.005555555555555555, 0.0, 0.0, 0.058163265306122446, 0.017800453514739228, 0.015192743764172335, 0.01111111111111111, 0.016666666666666666, 0.005555555555555555, 0.0, 0.0, 0.06519274376417232, 0.023356009070294784, 0.008163265306122448, 0.005555555555555555, 0.005555555555555555, 0.0, 0.0, 0.0, 0.0391156462585034, 0.005555555555555555, 0.004081632653061224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025396825396825397, 0.007142857142857143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.007142857142857143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.24787313971917407,0,0,1,{'lens': 0},0.0,654
1,25,-0.22000000000000006,-1.0,"{'obs': [0.07893308477237049, 0.09358756323042038, 0.042942307692307696, 0.06838461538461539, 0.012, 0.0, 0.0, 0.0, 0.07657624716553288, 0.062021541950113376, 0.03322008547008547, 0.05660470085470086, 0.01847008547008547, 0.0, 0.0, 0.0, 0.06633361678004535, 0.04520975056689342, 0.02098922902494331, 0.03758516483516483, 0.009555555555555555, 0.0027777777777777775, 0.0, 0.0, 0.04783163265306122, 0.029386337868480723, 0.021832482993197278, 0.016666666666666663, 0.008333333333333333, 0.0027777777777777775, 0.0, 0.0, 0.03572137188208616, 0.014803004535147393, 0.004081632653061224, 0.013888888888888888, 0.0027777777777777775, 0.0, 0.0, 0.0, 0.0195578231292517, 0.005902777777777778, 0.013151927437641722, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.012698412698412698, 0.0035714285714285713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007142857142857143, 0.0035714285714285713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.23283150660935625,0,0,2,{'lens': 0},0.0,654
2,25,-0.20333333333333337,-1.0,"{'obs': [0.07253872318158032, 0.09479911622768766, 0.05212820512820513, 0.08092307692307693, 0.016, 0.0, 0.0, 0.0, 0.07780083144368859, 0.05975510204081632, 0.03731339031339031, 0.05823646723646724, 0.017646723646723646, 0.0, 0.0, 0.0, 0.0629724111866969, 0.04588057445200302, 0.01815948601662887, 0.04022344322344322, 0.009037037037037036, 0.0018518518518518517, 0.0, 0.0, 0.044387755102040814, 0.03324829931972789, 0.02404572940287226, 0.018518518518518514, 0.005555555555555556, 0.0018518518518518517, 0.0, 0.0, 0.02589758125472411, 0.011952003023431594, 0.0027210884353741495, 0.016666666666666666, 0.0018518518518518517, 0.0, 0.0, 0.0, 0.013038548752834467, 0.006018518518518518, 0.016175359032501887, 0.014814814814814814, 0.0, 0.0, 0.0, 0.0, 0.008465608465608466, 0.0023809523809523807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0047619047619047615, 0.0023809523809523807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.23285301075247167,0,0,3,{'lens': 0},0.0,654
3,25,-0.19500000000000003,-1.0,"{'obs': [0.06934154238618524, 0.0954048927263213, 0.05672115384615385, 0.08719230769230771, 0.018000000000000002, 0.0, 0.0, 0.0, 0.07841312358276643, 0.058621882086167795, 0.03936004273504273, 0.05905235042735043, 0.017235042735042734, 0.0, 0.0, 0.0, 0.06129180839002267, 0.04621598639455782, 0.016744614512471653, 0.041542582417582415, 0.008777777777777777, 0.0013888888888888887, 0.0, 0.0, 0.04266581632653061, 0.03517928004535147, 0.02515235260770975, 0.01944444444444444, 0.004166666666666667, 0.0013888888888888887, 0.0, 0.0, 0.020985685941043084, 0.010526502267573696, 0.002040816326530612, 0.018055555555555554, 0.0013888888888888887, 0.0, 0.0, 0.0, 0.00977891156462585, 0.006076388888888888, 0.01768707482993197, 0.016666666666666663, 0.0, 0.0, 0.0, 0.0, 0.006349206349206349, 0.0017857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0035714285714285713, 0.0017857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.23383609810074465,0,0,4,{'lens': 0},0.0,654
