ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples
0,25,-0.138,-1.0,"{'obs': [0.21341991341991343, 0.17835497835497835, 0.0800865800865801, 0.03636363636363636, 0.01818181818181818, 0.0, 0.0, 0.0, 0.048484848484848485, 0.08333333333333334, 0.12402597402597401, 0.12402597402597401, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006060606060606061, 0.0, 0.08766233766233766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.35198365712229257,0,0,1,{'lens': 0},0.0,839
1,25,-0.138,-1.0,"{'obs': [0.21341991341991343, 0.17835497835497835, 0.0800865800865801, 0.03636363636363636, 0.01818181818181818, 0.0, 0.0, 0.0, 0.048484848484848485, 0.08333333333333334, 0.12402597402597401, 0.12402597402597401, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006060606060606061, 0.0, 0.08766233766233766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.35198365712229257,0,0,2,{'lens': 0},0.0,839
2,25,-0.138,-1.0,"{'obs': [0.21341991341991343, 0.17835497835497835, 0.0800865800865801, 0.03636363636363636, 0.01818181818181818, 0.0, 0.0, 0.0, 0.048484848484848485, 0.08333333333333333, 0.124025974025974, 0.124025974025974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006060606060606061, 0.0, 0.08766233766233766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.3519836571222925,0,0,3,{'lens': 0},0.0,839
3,25,-0.138,-1.0,"{'obs': [0.21341991341991343, 0.17835497835497835, 0.0800865800865801, 0.03636363636363636, 0.01818181818181818, 0.0, 0.0, 0.0, 0.048484848484848485, 0.08333333333333334, 0.12402597402597401, 0.12402597402597401, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006060606060606061, 0.0, 0.08766233766233766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.35198365712229257,0,0,4,{'lens': 0},0.0,839
