ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples,lamnda
719,3600,-0.13199999999999998,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07047619047619047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07047619047619047, 0.05619047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.07047619047619047, 0.07047619047619047, 0.07047619047619047, 0.07047619047619047, 0.05714285714285714, 0.02857142857142857, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.02857142857142857, 0.0, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.0419047619047619, 0.0419047619047619, 0.07047619047619047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0838095238095238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05619047619047619]}",0.23408681127569975,0,720,0,"{'lens': [13, 13, 13, 14, 13]}",13.2,54825,0.6105700000000073
720,3605,-0.11799999999999997,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08214285714285714, 0.039285714285714285, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.08214285714285714, 0.08214285714285714, 0.08214285714285714, 0.05714285714285714, 0.05714285714285714, 0.05714285714285714, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.05714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714]}",0.25942249886313323,0,721,0,"{'lens': [13, 13, 13, 7, 13]}",11.8,54884,0.6105750000000073
721,3610,-0.13599999999999998,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08119047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08202380952380953, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0544047619047619, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.0544047619047619, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.040119047619047624, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0544047619047619, 0.06869047619047619, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619]}",0.24588463942805322,0,722,0,"{'lens': [15, 13, 13, 13, 14]}",13.6,54952,0.6105800000000073
722,3615,-0.17400000000000002,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06123949579831933, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06123949579831933, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020168067226890758, 0.06123949579831933, 0.04285714285714286, 0.04285714285714286, 0.04285714285714286, 0.02857142857142857, 0.02857142857142857, 0.014285714285714285, 0.0, 0.01838235294117647, 0.01838235294117647, 0.01838235294117647, 0.014285714285714285, 0.0, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.01838235294117647, 0.03266806722689076, 0.03266806722689076, 0.04107142857142857, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0058823529411764705, 0.0, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11764705882352941, 0.011764705882352941, 0.06123949579831933]}",0.2434985160776045,0,723,0,"{'lens': [15, 13, 13, 13, 33]}",17.4,55039,0.6105850000000074
723,3620,-0.13599999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.08119047619047619, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.040119047619047624, 0.040119047619047624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.0, 0.040119047619047624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.02857142857142857, 0.08202380952380953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619]}",0.24323605083241323,0,724,0,"{'lens': [13, 14, 13, 13, 15]}",13.6,55107,0.6105900000000074
724,3625,-0.12999999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.05714285714285714, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.02857142857142857, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142]}",0.23943096904972874,0,725,0,"{'lens': [13, 13, 13, 13, 13]}",13.0,55172,0.6105950000000074
725,3630,-0.122,-0.2,"{'obs': [0.0, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.0419047619047619, 0.0, 0.02857142857142857, 0.0, 0.0125, 0.0, 0.0, 0.04107142857142857, 0.08297619047619048, 0.06869047619047619, 0.06869047619047619, 0.040119047619047624, 0.05261904761904762, 0.026785714285714284, 0.026785714285714284, 0.0, 0.014285714285714285, 0.014285714285714285, 0.014285714285714285, 0.0, 0.013333333333333332, 0.0, 0.026785714285714284, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.02761904761904762, 0.014285714285714285, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.0, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026666666666666665, 0.013333333333333332, 0.054404761904761914]}",0.2283811752207935,0,726,0,"{'lens': [15, 13, 14, 13, 6]}",12.2,55233,0.6106000000000075
726,3635,-0.15200000000000002,-0.2,"{'obs': [0.03833333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09726190476190476, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05797619047619047, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05797619047619047, 0.04726190476190476, 0.02142857142857143, 0.02142857142857143, 0.02142857142857143, 0.02142857142857143, 0.014285714285714285, 0.014285714285714285, 0.025, 0.02583333333333333, 0.02583333333333333, 0.02583333333333333, 0.0, 0.007142857142857143, 0.0, 0.014285714285714285, 0.025, 0.025, 0.0, 0.02583333333333333, 0.04547619047619047, 0.05261904761904762, 0.02583333333333333, 0.040119047619047624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.040119047619047624, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.05714285714285714, 0.007142857142857143, 0.04726190476190476]}",0.23739595852403678,0,727,0,"{'lens': [13, 15, 27, 7, 14]}",15.2,55309,0.6106300000000074
727,3640,-0.12999999999999998,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.04285714285714286, 0.02857142857142857, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.014285714285714285, 0.0, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.04285714285714286, 0.04285714285714286, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714]}",0.23752620173543468,0,728,0,"{'lens': [13, 13, 13, 13, 13]}",13.0,55374,0.6106350000000075
728,3645,-0.13799999999999998,0.0,"{'obs': [0.02222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07936507936507935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07936507936507935, 0.025396825396825397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.06825396825396826, 0.06825396825396826, 0.06825396825396826, 0.06825396825396826, 0.06825396825396826, 0.06825396825396826, 0.03968253968253968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.03968253968253968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.06825396825396826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06825396825396826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06825396825396826]}",0.24354240038965527,0,729,0,"{'lens': [13, 13, 13, 17, 13]}",13.8,55443,0.6106400000000075
729,3650,-0.154,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08280910609857978, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10666875522138679, 0.04925647451963241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06175647451963241, 0.07425647451963241, 0.06314536340852131, 0.050645363408521306, 0.050645363408521306, 0.036359649122807015, 0.023859649122807018, 0.0, 0.0, 0.01111111111111111, 0.01111111111111111, 0.0, 0.014285714285714285, 0.026785714285714284, 0.023859649122807018, 0.0, 0.0, 0.0, 0.01111111111111111, 0.02222222222222222, 0.02222222222222222, 0.037896825396825394, 0.07286758563074353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07286758563074353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06175647451963241]}",0.24528936375690127,0,730,0,"{'lens': [17, 14, 13, 15, 18]}",15.4,55520,0.6106450000000075
730,3655,-0.12999999999999998,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07202380952380952, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07202380952380952, 0.04345238095238095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.07202380952380952, 0.07202380952380952, 0.05535714285714286, 0.04107142857142857, 0.04107142857142857, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.016666666666666666, 0.030952380952380953, 0.0, 0.026785714285714284, 0.0125, 0.014285714285714285, 0.0, 0.0, 0.0, 0.030952380952380953, 0.030952380952380953, 0.057738095238095234, 0.07023809523809524, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286]}",0.23442792998261944,0,731,0,"{'lens': [15, 13, 13, 13, 11]}",13.0,55585,0.6106500000000076
731,3660,-0.13399999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.04107142857142857, 0.0, 0.0, 0.0125, 0.0, 0.0, 0.0, 0.02857142857142857, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.08214285714285714, 0.06964285714285715, 0.06964285714285715, 0.05714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.05714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715]}",0.24382726742449698,0,732,0,"{'lens': [13, 13, 13, 15, 13]}",13.4,55652,0.6106550000000076
732,3665,-0.148,-0.2,"{'obs': [0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07505835667600373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07505835667600373, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06077264239028944, 0.06468253968253967, 0.06468253968253967, 0.05218253968253968, 0.05218253968253968, 0.05218253968253968, 0.05218253968253968, 0.04107142857142857, 0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01111111111111111, 0.04107142857142857, 0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01111111111111111, 0.05218253968253968, 0.011764705882352941, 0.0, 0.011764705882352941, 0.011764705882352941, 0.0, 0.0, 0.0, 0.05218253968253968, 0.011764705882352941, 0.07058823529411765, 0.011764705882352941, 0.011764705882352941, 0.0, 0.0, 0.0, 0.05218253968253968]}",0.24031831929809852,0,733,0,"{'lens': [13, 13, 16, 17, 15]}",14.8,55726,0.6106600000000076
733,3670,-0.13999999999999999,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07888655462184872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06712184873949581, 0.040336134453781515, 0.0, 0.0, 0.011764705882352941, 0.0, 0.0, 0.0, 0.026785714285714284, 0.06712184873949581, 0.06712184873949581, 0.06712184873949581, 0.07888655462184872, 0.0796218487394958, 0.0796218487394958, 0.06712184873949581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06712184873949581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06712184873949581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06712184873949581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06712184873949581]}",0.250279891773209,0,734,0,"{'lens': [13, 13, 16, 15, 13]}",14.0,55796,0.6106650000000077
734,3675,-0.13799999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06825396825396826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06825396825396826, 0.053968253968253964, 0.0, 0.0, 0.01111111111111111, 0.0, 0.0, 0.0, 0.014285714285714285, 0.06825396825396826, 0.06825396825396826, 0.06825396825396826, 0.07936507936507935, 0.06825396825396826, 0.06507936507936507, 0.050793650793650794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.03968253968253968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.02857142857142857, 0.06825396825396826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06825396825396826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06825396825396826]}",0.23547353322338904,0,735,0,"{'lens': [13, 13, 13, 17, 13]}",13.8,55865,0.6106700000000077
735,3680,-0.13399999999999998,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08214285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.04107142857142857, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.05535714285714286, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.04285714285714286, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.0, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.026785714285714284, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715]}",0.2335181699169667,0,736,0,"{'lens': [13, 13, 13, 13, 15]}",13.4,55932,0.6106750000000077
736,3685,-0.13599999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08202380952380953, 0.040119047619047624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.08119047619047619, 0.06690476190476191, 0.0419047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0125, 0.0419047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.026785714285714284, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619]}",0.2407381996474845,0,737,0,"{'lens': [14, 13, 13, 13, 15]}",13.6,56000,0.6107050000000077
737,3690,-0.12999999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142]}",0.2584961827526585,0,738,0,"{'lens': [13, 13, 13, 13, 13]}",13.0,56065,0.6107100000000077
738,3695,-0.13999999999999999,-0.2,"{'obs': [0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09065126050420166, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06712184873949581, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011764705882352941, 0.06712184873949581, 0.06712184873949581, 0.06712184873949581, 0.06712184873949581, 0.06712184873949581, 0.06712184873949581, 0.054621848739495805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.054621848739495805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06712184873949581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011764705882352941, 0.06712184873949581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286]}",0.2451405414038739,0,739,0,"{'lens': [13, 13, 15, 16, 13]}",14.0,56135,0.6107150000000078
739,3700,-0.13399999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06952380952380952, 0.05619047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.06952380952380952, 0.06952380952380952, 0.06952380952380952, 0.06952380952380952, 0.05619047619047619, 0.05619047619047619, 0.05619047619047619, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.0, 0.0, 0.05619047619047619, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.013333333333333332, 0.013333333333333332, 0.08285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06952380952380952, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06952380952380952]}",0.2462033261939835,0,740,0,"{'lens': [13, 14, 14, 13, 13]}",13.4,56202,0.6107200000000078
740,3705,-0.136,-0.4,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08454248366013073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07204248366013073, 0.060277777777777784, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.011764705882352941, 0.08315359477124183, 0.08315359477124183, 0.05954248366013072, 0.04287581699346406, 0.054640522875817, 0.03176470588235294, 0.0, 0.0, 0.0, 0.0125, 0.029166666666666664, 0.0125, 0.02287581699346405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.029166666666666664, 0.052042483660130714, 0.06315359477124183, 0.0582516339869281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.03537581699346405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03537581699346405]}",0.2447032597929656,0,741,0,"{'lens': [15, 9, 11, 17, 16]}",13.6,56270,0.6107250000000078
741,3710,-0.13999999999999999,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08063492063492064, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04666666666666667, 0.0673015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0673015873015873, 0.0673015873015873, 0.0673015873015873, 0.0784126984126984, 0.0784126984126984, 0.0673015873015873, 0.0673015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0673015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0673015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0673015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0673015873015873]}",0.24785426091402996,0,742,0,"{'lens': [17, 13, 13, 14, 13]}",14.0,56340,0.6107300000000079
742,3715,-0.12399999999999997,-0.2,"{'obs': [0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07619047619047618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07619047619047618, 0.06190476190476191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.07619047619047618, 0.05619047619047619, 0.05619047619047619, 0.05619047619047619, 0.05619047619047619, 0.05619047619047619, 0.05619047619047619, 0.0, 0.02, 0.02, 0.02, 0.0, 0.0, 0.0, 0.05619047619047619, 0.0, 0.0, 0.0, 0.02, 0.02, 0.0, 0.0, 0.05619047619047619, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.05619047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05619047619047619]}",0.24260925272184924,0,743,0,"{'lens': [13, 14, 13, 9, 13]}",12.4,56402,0.6107350000000079
743,3720,-0.13599999999999998,0.0,"{'obs': [0.0, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05210084033613445, 0.04033613445378151, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05210084033613445, 0.06890756302521009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06890756302521009, 0.06890756302521009, 0.06890756302521009, 0.06890756302521009, 0.05462184873949579, 0.05462184873949579, 0.026050420168067225, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.02857142857142857, 0.04033613445378151, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.02857142857142857, 0.06890756302521009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06890756302521009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06890756302521009]}",0.22258670805996858,0,744,0,"{'lens': [16, 13, 13, 13, 13]}",13.6,56470,0.6107400000000079
744,3725,-0.13399999999999998,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.08214285714285714, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.05535714285714286, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.02857142857142857, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714]}",0.24115653899531214,0,745,0,"{'lens': [13, 13, 13, 13, 15]}",13.4,56537,0.610745000000008
745,3730,-0.142,-0.2,"{'obs': [0.025098039215686273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07793417366946778, 0.052836134453781505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.06616946778711486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06616946778711486, 0.06616946778711486, 0.07866946778711485, 0.06616946778711486, 0.06616946778711486, 0.06616946778711486, 0.049362745098039215, 0.0, 0.0, 0.0, 0.0125, 0.0, 0.0, 0.02857142857142857, 0.051883753501400565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.06616946778711486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011764705882352941, 0.06616946778711486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.054404761904761914]}",0.23113748554649693,0,746,0,"{'lens': [13, 15, 14, 16, 13]}",14.2,56608,0.610775000000008
