ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples,lambda
96,97,-0.060000000000000005,-1.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.4444078691701822,0,97,0,{'lens': [6]},6.0,1468,0.6028299999999976
97,98,-0.04,-1.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.43994134506405985,0,98,0,{'lens': [4]},4.0,1472,0.6028599999999976
98,99,-0.04,-1.0,"{'obs': [0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.4250237185032414,0,99,0,{'lens': [4]},4.0,1476,0.6028899999999976
99,100,-0.060000000000000005,-1.0,"{'obs': [0.0, 0.2857142857142857, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.4007892148416387,0,100,0,{'lens': [6]},6.0,1482,0.6029199999999976
100,101,-0.07,-1.0,"{'obs': [0.0, 0.125, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.125, 0.125, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.31750031750047625,0,101,0,{'lens': [7]},7.0,1489,0.6029499999999975
101,102,-0.08,-1.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.0, 0.1111111111111111, 0.1111111111111111, 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.4138194235805478,0,102,0,{'lens': [8]},8.0,1497,0.6029799999999975
102,103,-0.3200000000000001,0.0,"{'obs': [0.0, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15151515151515152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030303030303030304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030303030303030304, 0.09090909090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15151515151515152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24242424242424243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030303030303030304]}",0.30903148567229,0,103,0,{'lens': [32]},32.0,1529,0.6030099999999975
103,104,-0.13999999999999999,-1.0,"{'obs': [0.0, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.13333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.31769781183001095,0,104,0,{'lens': [14]},14.0,1543,0.6030149999999975
104,105,-0.09,-1.0,"{'obs': [0.2, 0.2, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.3565063452360258,0,105,0,{'lens': [9]},9.0,1552,0.6030449999999975
105,106,-0.35000000000000014,0.0,"{'obs': [0.0, 0.05555555555555555, 0.1388888888888889, 0.1388888888888889, 0.05555555555555555, 0.027777777777777776, 0.027777777777777776, 0.05555555555555555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05555555555555555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.08333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05555555555555555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776]}",0.2429819396965907,0,106,0,{'lens': [35]},35.0,1587,0.6030749999999975
106,107,-0.07,-1.0,"{'obs': [0.0, 0.125, 0.125, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.125, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.31750031750047625,0,107,0,{'lens': [7]},7.0,1594,0.6030799999999975
107,108,-0.22000000000000006,-1.0,"{'obs': [0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.2608695652173913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08695652173913043, 0.043478260869565216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.291347257730127,0,108,0,{'lens': [22]},22.0,1616,0.6031099999999975
108,109,-0.04,-1.0,"{'obs': [0.0, 0.2, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.4250237185032414,0,109,0,{'lens': [4]},4.0,1620,0.6031399999999975
109,110,-0.20000000000000004,-1.0,"{'obs': [0.0, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.38095238095238093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.43677085597659987,0,110,0,{'lens': [20]},20.0,1640,0.6031699999999974
110,111,-0.34000000000000014,-1.0,"{'obs': [0.0, 0.05714285714285714, 0.05714285714285714, 0.02857142857142857, 0.05714285714285714, 0.05714285714285714, 0.02857142857142857, 0.2571428571428571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.11428571428571428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.33041956690080426,0,111,0,{'lens': [34]},34.0,1674,0.6031999999999974
111,112,-0.9500000000000006,-1.0,"{'obs': [0.0, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.03125, 0.2916666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010416666666666666, 0.2916666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052083333333333336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11458333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010416666666666666, 0.10416666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.40969469411198445,0,112,0,{'lens': [95]},95.0,1769,0.6032299999999974
112,113,-0.9500000000000006,-1.0,"{'obs': [0.0, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.020833333333333332, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03125, 0.11458333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19791666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010416666666666666, 0.08333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010416666666666666, 0.052083333333333336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.32889348266432417,0,113,0,{'lens': [95]},95.0,1864,0.6032599999999974
113,114,-1.2000000000000008,-1.0,"{'obs': [0.0, 0.01652892561983471, 0.008264462809917356, 0.008264462809917356, 0.008264462809917356, 0.01652892561983471, 0.03305785123966942, 0.6198347107438017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.256198347107438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008264462809917356, 0.024793388429752067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.6485637502367707,0,114,0,{'lens': [120]},120.0,1984,0.6032899999999973
114,115,-0.3900000000000002,-1.0,"{'obs': [0.0, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.5963261177490697,0,115,0,{'lens': [39]},39.0,2023,0.6033199999999973
115,116,-1.0100000000000007,0.0,"{'obs': [0.0, 0.00980392156862745, 0.00980392156862745, 0.00980392156862745, 0.00980392156862745, 0.00980392156862745, 0.00980392156862745, 0.0392156862745098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00980392156862745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0392156862745098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0196078431372549, 0.14705882352941177, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049019607843137254, 0.35294117647058826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00980392156862745, 0.21568627450980393, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049019607843137254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00980392156862745]}",0.41257713292521625,0,116,0,{'lens': [101]},101.0,2124,0.6033499999999973
116,117,-0.2900000000000001,-1.0,"{'obs': [0.0, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.43333333333333335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.23333333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.47714803876371253,0,117,0,{'lens': [29]},29.0,2153,0.6033549999999973
117,118,-0.9600000000000006,-1.0,"{'obs': [0.010309278350515464, 0.020618556701030927, 0.010309278350515464, 0.010309278350515464, 0.010309278350515464, 0.010309278350515464, 0.020618556701030927, 0.09278350515463918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010309278350515464, 0.08247422680412371, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010309278350515464, 0.24742268041237114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061855670103092786, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010309278350515464, 0.061855670103092786, 0.30927835051546393, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020618556701030927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.3887568584528825,0,118,0,{'lens': [96]},96.0,2249,0.6033849999999973
118,119,-1.2400000000000009,-1.0,"{'obs': [0.0, 0.008, 0.016, 0.024, 0.016, 0.008, 0.024, 0.344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008, 0.088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008, 0.048, 0.0, 0.0, 0.0, 0.0, 0.008, 0.024, 0.056, 0.288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.43163186225779143,0,119,0,{'lens': [124]},124.0,2373,0.6034149999999973
119,120,-1.6500000000000012,0.0,"{'obs': [0.0, 0.006024096385542169, 0.006024096385542169, 0.012048192771084338, 0.018072289156626505, 0.006024096385542169, 0.012048192771084338, 0.10240963855421686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006024096385542169, 0.024096385542168676, 0.3373493975903614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08433734939759036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16265060240963855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006024096385542169, 0.12650602409638553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006024096385542169, 0.04216867469879518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03614457831325301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006024096385542169]}",0.38279359352666953,0,120,0,{'lens': [165]},165.0,2538,0.6034449999999972
120,121,-2.99999999999998,0.0,"{'obs': [0.0, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.013333333333333334, 0.043333333333333335, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.056666666666666664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.12666666666666668, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.03333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.516513678355487,0,121,0,{'lens': [299]},299.0,2837,0.6034499999999973
121,122,-2.99999999999998,0.0,"{'obs': [0.0, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.006666666666666667, 0.023333333333333334, 0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.013333333333333334, 0.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.006666666666666667, 0.03666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.0033333333333333335, 0.013333333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.43689274292119373,0,122,0,{'lens': [299]},299.0,3136,0.6034549999999973
122,123,-0.19000000000000003,-1.0,"{'obs': [0.0, 0.05, 0.05, 0.1, 0.1, 0.05, 0.05, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.45931224884111665,0,123,0,{'lens': [19]},19.0,3155,0.6034599999999973
123,124,-1.1800000000000008,-1.0,"{'obs': [0.0, 0.008403361344537815, 0.008403361344537815, 0.0, 0.0, 0.0, 0.0, 0.17647058823529413, 0.0, 0.0, 0.008403361344537815, 0.0, 0.0, 0.0, 0.025210084033613446, 0.3277310924369748, 0.0, 0.0, 0.008403361344537815, 0.0, 0.0, 0.0, 0.008403361344537815, 0.2184873949579832, 0.0, 0.0, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.008403361344537815, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025210084033613446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.4213050488057278,0,124,0,{'lens': [118]},118.0,3273,0.6034899999999973
124,125,-2.5899999999999888,-1.0,"{'obs': [0.0, 0.0038461538461538464, 0.0038461538461538464, 0.0038461538461538464, 0.0038461538461538464, 0.0, 0.026923076923076925, 0.38076923076923075, 0.0, 0.0, 0.0, 0.0, 0.0038461538461538464, 0.0038461538461538464, 0.023076923076923078, 0.33076923076923076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06538461538461539, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007692307692307693, 0.057692307692307696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007692307692307693, 0.04230769230769231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007692307692307693, 0.023076923076923078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0038461538461538464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.48357839344553827,0,125,0,{'lens': [259]},259.0,3532,0.6035199999999973
125,126,-0.22000000000000006,-1.0,"{'obs': [0.0, 0.08695652173913043, 0.043478260869565216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.5217391304347826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.5170429130993082,0,126,0,{'lens': [22]},22.0,3554,0.6035499999999973
126,127,-1.1800000000000008,-1.0,"{'obs': [0.008403361344537815, 0.03361344537815126, 0.008403361344537815, 0.008403361344537815, 0.01680672268907563, 0.01680672268907563, 0.06722689075630252, 0.6470588235294118, 0.0, 0.0, 0.0, 0.0, 0.008403361344537815, 0.008403361344537815, 0.01680672268907563, 0.12605042016806722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008403361344537815, 0.025210084033613446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.6410585256177449,0,127,0,{'lens': [118]},118.0,3672,0.6035799999999972
127,128,-1.9300000000000015,-1.0,"{'obs': [0.005154639175257732, 0.005154639175257732, 0.005154639175257732, 0.005154639175257732, 0.010309278350515464, 0.015463917525773196, 0.015463917525773196, 0.041237113402061855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061855670103092786, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005154639175257732, 0.24742268041237114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030927835051546393, 0.26288659793814434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015463917525773196, 0.17525773195876287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005154639175257732, 0.09278350515463918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.38147700261853573,0,128,0,{'lens': [193]},193.0,3865,0.6036099999999972
