ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples
70,1225,-0.1815,-0.490909090909091,"{'obs': [0.08315202432504487, 0.06354360530313609, 0.04647842056932967, 0.023894628099173556, 0.02213154269972452, 0.006239669421487604, 0.0029752066115702473, 0.009917355371900825, 0.05100013287330003, 0.028675141023014918, 0.03835961468476132, 0.01959994001599573, 0.0215799675642051, 0.012222185195059094, 0.011230449657869013, 0.01262741046831956, 0.027532729878770923, 0.010482843928591728, 0.03847997347997348, 0.019045119499664954, 0.004104683195592287, 0.0009917355371900827, 0.0005865102639296188, 0.011635674931129476, 0.030273838206389524, 0.01482257885483692, 0.030620413706923966, 0.029001377410468317, 0.01828914141414141, 0.02027777777777778, 0.018510101010101008, 0.0164520202020202, 0.007068157068157068, 0.014213108890528242, 0.010520538020538024, 0.012771464646464647, 0.006938131313131313, 0.009103535353535353, 0.01981691919191919, 0.043339646464646456, 0.0018037518037518038, 0.008333333333333333, 0.006317016317016316, 0.0, 0.0, 0.0017676767676767678, 0.003756313131313131, 0.040378787878787875, 0.0002886002886002886, 0.0002886002886002886, 0.0, 0.0, 0.0, 0.0, 0.002272727272727273, 0.03428030303030302, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.032007575757575756]}",0.16036758037344215,0,60,11,{'lens': 0},0.0,79659
71,1225,-0.17800000000000002,-0.4666666666666668,"{'obs': [0.07742639266832817, 0.06283825195115517, 0.0466859066859067, 0.023892496392496396, 0.02227633477633478, 0.006017316017316018, 0.002727272727272727, 0.00909090909090909, 0.0490037593666626, 0.028568118689086427, 0.03921307933404708, 0.019100044221011955, 0.022011299632267372, 0.01259751896848671, 0.011688428059395801, 0.01296897546897547, 0.02546981720368816, 0.010118532860468344, 0.039525954525954525, 0.018747708747708747, 0.004040404040404041, 0.0009090909090909092, 0.0005376344086021505, 0.01205988455988456, 0.027751018355857065, 0.013587363950267176, 0.03160376547473321, 0.030165945165945163, 0.01916005291005291, 0.021243386243386245, 0.019391534391534387, 0.017235449735449732, 0.006479143979143978, 0.013306460927428666, 0.01040771540771541, 0.01337962962962963, 0.007268518518518518, 0.009537037037037037, 0.02076058201058201, 0.04540343915343915, 0.0016534391534391533, 0.0076388888888888895, 0.006068376068376066, 0.0, 0.0, 0.001851851851851852, 0.003935185185185185, 0.04230158730158729, 0.00026455026455026457, 0.00026455026455026457, 0.0, 0.0, 0.0, 0.0, 0.002380952380952381, 0.0359126984126984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03353174603174603]}",0.15599404953849894,0,60,12,{'lens': 0},0.0,79659
72,1225,-0.17503846153846153,-0.4461538461538463,"{'obs': [0.07258162742033712, 0.062241414499479, 0.046861471861471875, 0.023890692640692643, 0.02239885114885115, 0.00582917082917083, 0.002517482517482517, 0.008391608391608392, 0.04731452024566169, 0.02847756132960847, 0.039935241729596574, 0.0186770554714103, 0.022376272920627757, 0.012915109084463923, 0.012075948245303085, 0.01325799200799201, 0.02372427570938736, 0.009810269648979325, 0.04041101541101541, 0.018496053496053495, 0.003986013986013987, 0.0008391608391608393, 0.0004962779156327543, 0.01241883116883117, 0.02561632463617575, 0.012542182107938931, 0.03243583235518719, 0.03115134865134865, 0.01989697802197802, 0.022060439560439564, 0.020137362637362634, 0.017898351648351647, 0.005980748288440595, 0.012539297266344408, 0.01031225011994243, 0.01389423076923077, 0.007548076923076922, 0.009903846153846154, 0.02155906593406593, 0.047149725274725274, 0.0015262515262515263, 0.007051282051282052, 0.005857988165680472, 0.0, 0.0, 0.0019230769230769232, 0.004086538461538462, 0.04392857142857142, 0.0002442002442002442, 0.0002442002442002442, 0.0, 0.0, 0.0, 0.0, 0.002472527472527473, 0.037293956043956036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.034821428571428566]}",0.15258030786854476,0,60,13,{'lens': 0},0.0,79659
73,1225,-0.17250000000000001,-0.4285714285714287,"{'obs': [0.06842897149348764, 0.06172983954089944, 0.0470119562976706, 0.023889146567718, 0.022503865182436612, 0.005667903525046383, 0.0023376623376623372, 0.007792207792207792, 0.04586660099908948, 0.028399940735770225, 0.040554238068639, 0.018314493686037457, 0.022689107167793803, 0.013187329183872961, 0.012408108404652184, 0.013505720470006186, 0.02222809728570096, 0.009546044039131596, 0.04116963902678188, 0.01828034899463471, 0.00393939393939394, 0.0007792207792207793, 0.0004608294930875576, 0.012726499690785405, 0.023786587162163197, 0.011646311957371865, 0.03314903253843345, 0.03199598021026593, 0.02052862811791383, 0.02276077097505669, 0.020776643990929704, 0.018466553287981857, 0.00555355198212341, 0.011881728413986475, 0.01023042273042273, 0.014335317460317461, 0.007787698412698412, 0.010218253968253968, 0.02224348072562358, 0.04864654195011338, 0.001417233560090703, 0.006547619047619048, 0.005677655677655676, 0.0, 0.0, 0.0019841269841269845, 0.004216269841269841, 0.04532312925170067, 0.00022675736961451248, 0.00022675736961451248, 0.0, 0.0, 0.0, 0.0, 0.0025510204081632655, 0.03847789115646257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03592687074829932]}",0.1498781733131776,0,60,14,{'lens': 0},0.0,79659
74,1225,-0.1703,-0.41333333333333344,"{'obs': [0.06483000302355144, 0.061286474576797145, 0.04714237614237616, 0.023887806637806642, 0.022594877344877348, 0.00552813852813853, 0.0021818181818181815, 0.007272727272727273, 0.04461173765206024, 0.028332669554443742, 0.04109070156247576, 0.018000273472047655, 0.02296023018200438, 0.013423253270027464, 0.012695980542754736, 0.013720418470418471, 0.02093140931850608, 0.009317048510596898, 0.04182711282711282, 0.018093405093405093, 0.0038989898989898997, 0.0007272727272727273, 0.00043010752688172043, 0.012993145743145744, 0.02220081468468565, 0.010869891160213741, 0.033767139363913554, 0.03272799422799423, 0.0210760582010582, 0.02336772486772487, 0.02133068783068783, 0.018958994708994707, 0.0051833151833151824, 0.011311835408609599, 0.01015950565950566, 0.014717592592592593, 0.00799537037037037, 0.01049074074074074, 0.022836640211640214, 0.049943783068783075, 0.0013227513227513227, 0.006111111111111111, 0.005521367521367519, 0.0, 0.0, 0.0020370370370370373, 0.0043287037037037035, 0.04653174603174602, 0.00021164021164021165, 0.00021164021164021165, 0.0, 0.0, 0.0, 0.0, 0.0026190476190476194, 0.03950396825396825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03688492063492064]}",0.1477128556066091,0,60,15,{'lens': 0},0.0,79659
75,1225,-0.168375,-0.40000000000000013,"{'obs': [0.06168090561235725, 0.06089853023320764, 0.047256493506493524, 0.023886634199134203, 0.02267451298701299, 0.005405844155844157, 0.002045454545454545, 0.006818181818181818, 0.043513732223409644, 0.02827380727078307, 0.04156010711958293, 0.017725330784806582, 0.02319746281943863, 0.013629686845412652, 0.01294786866359447, 0.013908279220779222, 0.019796807347210562, 0.009116677423129037, 0.042402402402402395, 0.01792982917982918, 0.0038636363636363642, 0.0006818181818181819, 0.0004032258064516129, 0.01322646103896104, 0.020813263766892798, 0.010190522962700382, 0.034307982836208645, 0.0333685064935065, 0.021555059523809525, 0.023898809523809527, 0.02181547619047619, 0.01938988095238095, 0.004859357984357984, 0.01081317902890483, 0.010097453222453222, 0.015052083333333334, 0.008177083333333333, 0.010729166666666665, 0.023355654761904765, 0.051078869047619054, 0.001240079365079365, 0.005729166666666667, 0.005384615384615382, 0.0, 0.0, 0.0020833333333333333, 0.004427083333333333, 0.0475892857142857, 0.0001984126984126984, 0.0001984126984126984, 0.0, 0.0, 0.0, 0.0, 0.002678571428571429, 0.04040178571428571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03772321428571429]}",0.14595874463770672,0,60,16,{'lens': 0},0.0,79659
76,1225,-0.1666764705882353,-0.3882352941176472,"{'obs': [0.058902290249538844, 0.06055622640062867, 0.04735718529836179, 0.023885599694423228, 0.022744779730073852, 0.005297937356760887, 0.0019251336898395718, 0.00641711229946524, 0.04254490390401206, 0.028221869961670715, 0.04197428849350102, 0.017482734296064457, 0.023406785734821793, 0.013811834117811348, 0.013170122887864824, 0.014074038706391649, 0.018795687960773338, 0.008939879404775043, 0.042910010851187314, 0.017785497491379844, 0.0038324420677361857, 0.0006417112299465242, 0.0003795066413662239, 0.013432327476445124, 0.019588954133546162, 0.009591080435482712, 0.03478519766470431, 0.033933664374840855, 0.021977707749766574, 0.024367413632119517, 0.022243230625583567, 0.019770074696545282, 0.004573513397042809, 0.010373188105635919, 0.010042701072112836, 0.015347222222222224, 0.008337418300653595, 0.010939542483660128, 0.023813608776844075, 0.052080415499533156, 0.0011671335200746965, 0.005392156862745099, 0.005263951734539966, 0.0, 0.0, 0.0021241830065359475, 0.004513888888888889, 0.04852240896358542, 0.00018674136321195143, 0.00018674136321195143, 0.0, 0.0, 0.0, 0.0, 0.0027310924369747906, 0.041193977591036414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038462885154061634]}",0.14452395114268032,0,60,17,{'lens': 0},0.0,79659
77,1225,-0.16516666666666666,-0.37777777777777793,"{'obs': [0.056432409927033605, 0.06025195632722513, 0.0474466891133558, 0.023884680134680137, 0.02280723905723906, 0.005202020202020203, 0.001818181818181818, 0.006060606060606061, 0.04168372317565866, 0.028175703464681956, 0.04234244971476155, 0.017267092972738124, 0.023592850548495716, 0.013973742804387965, 0.01336768219832736, 0.014221380471380472, 0.01790580406171803, 0.008782725610682602, 0.04336121836121835, 0.017657202657202657, 0.0038047138047138046, 0.0006060606060606061, 0.00035842293906810036, 0.013615319865319865, 0.018500678903904708, 0.009058242633511451, 0.03520938862336712, 0.034436026936026945, 0.0223533950617284, 0.024783950617283956, 0.02262345679012346, 0.02010802469135802, 0.004319429319429319, 0.009982085062730219, 0.009994032494032492, 0.015609567901234571, 0.00847993827160494, 0.01112654320987654, 0.024220679012345685, 0.05297067901234569, 0.0011022927689594356, 0.005092592592592593, 0.005156695156695154, 0.0, 0.0, 0.0021604938271604936, 0.00459104938271605, 0.04935185185185184, 0.0001763668430335097, 0.0001763668430335097, 0.0, 0.0, 0.0, 0.0, 0.0027777777777777783, 0.04189814814814815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03912037037037038]}",0.1433401775711869,0,60,18,{'lens': 0},0.0,79659
78,1225,-0.1638157894736842,-0.3684210526315791,"{'obs': [0.054222517006897335, 0.05997971468260092, 0.04752677147413992, 0.02388385737069948, 0.02286312371838688, 0.005116199589883802, 0.0017224880382775117, 0.005741626794258373, 0.04091319305028982, 0.028134396598955173, 0.04267185712325781, 0.01707415073607772, 0.023759329592309225, 0.014118608471324939, 0.013544445791899104, 0.014353212576896786, 0.017109592152036963, 0.008642114321231471, 0.0437649303438777, 0.017542412542412542, 0.003779904306220095, 0.0005741626794258373, 0.00033955857385398983, 0.013779049897470952, 0.017526958961593935, 0.008581493021221374, 0.0355889279021707, 0.0348855092276145, 0.022689536340852134, 0.02515664160401003, 0.022963659147869676, 0.020410401002506264, 0.004092090934196197, 0.009632150761183015, 0.009950486924171132, 0.01584429824561404, 0.008607456140350878, 0.011293859649122804, 0.02458489974937344, 0.053767230576441116, 0.0010442773600668337, 0.004824561403508772, 0.005060728744939268, 0.0, 0.0, 0.0021929824561403503, 0.004660087719298246, 0.050093984962406, 0.0001670843776106934, 0.0001670843776106934, 0.0, 0.0, 0.0, 0.0, 0.002819548872180452, 0.042528195488721804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03970864661654137]}",0.14235593019739876,0,60,19,{'lens': 0},0.0,79659
79,1225,-0.1626,-0.36000000000000015,"{'obs': [0.05223361337877469, 0.059734697202439124, 0.04759884559884562, 0.023883116883116888, 0.022913419913419917, 0.00503896103896104, 0.001636363636363636, 0.005454545454545454, 0.04021971593745787, 0.028097220419801068, 0.04296832379090444, 0.01690050272308336, 0.023909160731741385, 0.014248987571568214, 0.01370353302611367, 0.014471861471861469, 0.016393001433324002, 0.008515564160725454, 0.04412827112827111, 0.01743910143910144, 0.003757575757575757, 0.0005454545454545455, 0.0003225806451612903, 0.013926406926406926, 0.016650611013514238, 0.008152418370160305, 0.03593051325309391, 0.0352900432900433, 0.022992063492063498, 0.025492063492063493, 0.023269841269841274, 0.02068253968253968, 0.003887486387486387, 0.00931720988979053, 0.009911295911295909, 0.016055555555555562, 0.008722222222222225, 0.011444444444444441, 0.02491269841269842, 0.05448412698412699, 0.000992063492063492, 0.004583333333333333, 0.004974358974358971, 0.0, 0.0, 0.002222222222222222, 0.004722222222222223, 0.05076190476190475, 0.00015873015873015873, 0.00015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0028571428571428576, 0.043095238095238096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04023809523809525]}",0.14153187873364745,0,60,20,{'lens': 0},0.0,79659
